Invariant,Avg,Prior,Ratio,Avg Observations,Avg A Samples, ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-10-22-56interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-16-09-05-07interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-11-19-57interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-16-08-45-02interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-11-26-51interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-08-39-33interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-17-08-34-24interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-21-06interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-10-30-55interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-11-08-59-37interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-49-02interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-46-25interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-20-57-55interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-17-08-44-17interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-12-19-53-11interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-10-15-27interpolatedtest.csv,  ./sweep_newinterp/split/exp_traces/sweep_for_target_2019-04-18-11-06-38interpolatedtest.csv
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.NoVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.Default ),0.63334,0.37633,1.68295,18067.00000,1.68295,0.57065,0.0,0.6498,0.58292,0.84343,0.0,0.67243,0.7704,0.99248,0.61551,0.84245,0.98842,0.96129,0.76338,0.0,0.73495,0.77872
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.LowBattery ),0.19508,0.37633,0.51837,4001.00000,0.51837,0.0,0.99387,0.66582,0.0,0.0,0.81872,0.0,0.0,0.0,0.0,0.83794,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.NoVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.Default ),0.02492,0.37633,0.06621,1.00000,0.06621,0.0,0.0,0.0,0.0,0.42359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.NoVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MissionState.Suspended /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MissionState.Suspended /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.PossibleTargetDetected /machine_state.data=MissionState.Suspended /warning_state.data=WarningState.NoVicon ),0.17647,0.37633,0.46893,780.00000,0.46893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.NoVicon ),0.58824,0.37633,1.56308,3350.00000,1.56308,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Landing /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Landing /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Landing /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Landing /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.Default ),0.16052,0.37633,0.42655,601.00000,0.42655,0.39811,0.0,0.0,0.0,0.0,0.0,0.0,0.33079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.LosingVicon ),0.58554,0.37633,1.55591,1891.00000,1.55591,1.0,0.0,1.0,1.0,1.0,1.0,0.96717,0.98696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.LowBattery ),0.11765,0.37633,0.31262,185.00000,0.31262,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Manual /warning_state.data=WarningState.Default ),0.11603,0.37633,0.30833,2275.00000,0.30833,0.0,0.0,0.0,0.62475,0.0,0.0,0.0,0.87566,0.0,0.47217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Manual /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Manual /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Manual /warning_state.data=WarningState.NoVicon ),0.17647,0.37633,0.46893,532.00000,0.46893,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.OutsideSweepArea /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.PossibleTargetDetected /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.LowBattery ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MachineState.Sweeping /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MissionState.Suspended /warning_state.data=WarningState.Default ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MissionState.Suspended /warning_state.data=WarningState.LosingVicon ),0.00000,0.37633,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x<0.01&&/velocity.linear_x>-0.01 | /mission_state.data=MissionState.Suspended /machine_state.data=MissionState.Suspended /warning_state.data=WarningState.NoVicon ),0.11765,0.37633,0.31262,531.00000,0.31262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.Default ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.LosingVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.LowBattery ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.FinishedBehavior /warning_state.data=WarningState.NoVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.Default ),0.04377,0.62367,0.07019,112.00000,0.07019,0.0,0.0,0.0,0.54642,0.0137,0.0,0.0,0.0,0.0,0.18402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.LosingVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.LowBattery ),0.00253,0.62367,0.00406,4.00000,0.00406,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Hovering /warning_state.data=WarningState.NoVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Landing /warning_state.data=WarningState.Default ),0.06261,0.62367,0.10038,474.00000,0.10038,0.0,0.0,0.0,0.40812,0.0,0.0,0.0,0.0,0.0,0.62169,0.0,0.0,0.0,0.0,0.0,0.0,0.03451
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Landing /warning_state.data=WarningState.LosingVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Landing /warning_state.data=WarningState.LowBattery ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Landing /warning_state.data=WarningState.NoVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.Default ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.LosingVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.LowBattery ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.LosingVicon /warning_state.data=WarningState.NoVicon ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(/velocity.linear_x=/velocity.linear_x>=0.01||/velocity.linear_x<=-0.01 | /mission_state.data=MissionState.Complete /machine_state.data=MachineState.Manual /warning_state.data=WarningState.Default ),0.00000,0.62367,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
